怪物编号	怪物名称	等级	兵种	兵种等级	技能	技能等级	战斗力	攻击	血量	物理防御	法术防御	闪避	暴击	命中	破招	格挡	刚毅	素材	神将	一级神将素材	专属技能
1004013	寿春步兵	34	1	9	1	4	751	476	3034	373	315	0	0	100	0	0	0	hero/jiangwei.png	0		
1004014	寿春步兵	35	1	9	1	4	782	497	3193	384	325	0	0	100	0	0	0	hero/dengai.png	0		
1004015	寿春步兵	36	1	9	1	4	813	519	3360	394	334	0	0	100	0	0	0	hero/lingtong.png	0		
1004016	寿春步兵	37	1	9	1	4	843	541	3529	404	343	0	0	100	0	0	0	hero/qiang.png	0		
1004017	寿春步兵	38	1	9	1	4	876	561	3703	416	351	0	0	100	0	0	0	hero/huaxiong.png	0		
1004018	寿春步兵	39	1	9	1	4	908	583	3881	426	360	0	0	100	0	0	0	hero/liubei.png	0		
1004019	寿春步兵	40	1	9	1	4	1037	685	4755	436	369	0	0	100	0	0	0	hero/qi.png	0		
1004020	寿春枪兵	31	2	9	1	4	662	571	2576	237	237	0	0	100	0	0	0	hero/xunyu.png	0		
1004021	寿春枪兵	32	2	9	1	4	691	599	2724	244	244	0	0	100	0	0	0	hero/zhugeliang.png	0		
1004022	寿春枪兵	33	2	9	1	4	720	626	2878	251	251	0	0	100	0	0	0	hero/zhouyu.png	0		
1004023	寿春枪兵	34	2	9	1	4	751	655	3034	258	258	0	0	100	0	0	0	hero/zhugedan.png	0		
1004024	寿春枪兵	35	2	9	1	4	782	683	3193	266	266	0	0	100	0	0	0	hero/luxun.png	0		
1004025	寿春枪兵	36	2	9	1	4	813	713	3360	273	273	0	0	100	0	0	0	hero/huanggai.png	0		
1004026	寿春枪兵	37	2	9	1	4	843	743	3529	280	280	0	0	100	0	0	0	hero/caopi.png	0		
1004027	寿春枪兵	38	2	9	1	4	876	771	3703	286	286	0	0	100	0	0	0	hero/dao.png	0		
1004028	寿春枪兵	39	2	9	1	4	908	802	3881	295	295	0	0	100	0	0	0	hero/zhaoyun.png	0		
1004029	寿春枪兵	40	2	9	1	4	1037	942	4755	301	301	0	0	100	0	0	0	hero/jiangwei.png	0		
1004030	寿春谋士	31	4	9	1	4	662	519	2576	264	264	0	0	100	0	0	0	hero/dengai.png	0		
1004031	寿春谋士	32	4	9	1	4	691	545	2724	272	272	0	0	100	0	0	0	hero/lingtong.png	0		
1004032	寿春谋士	33	4	9	1	4	720	570	2878	280	280	0	0	100	0	0	0	hero/qiang.png	0		
1004033	寿春谋士	34	4	9	1	4	751	595	3034	286	286	0	0	100	0	0	0	hero/huaxiong.png	0		
1004034	寿春谋士	35	4	9	1	4	782	621	3193	297	297	0	0	100	0	0	0	hero/liubei.png	0		
1004035	寿春谋士	36	4	9	1	4	813	648	3360	303	303	0	0	100	0	0	0	hero/qi.png	0		
1004036	寿春谋士	37	4	9	1	4	843	674	3529	312	312	0	0	100	0	0	0	hero/xunyu.png	0		
1004037	寿春谋士	38	4	9	1	4	876	701	3703	320	320	0	0	100	0	0	0	hero/zhugeliang.png	0		
1004038	寿春谋士	39	4	9	1	4	908	730	3881	328	328	0	0	100	0	0	0	hero/zhouyu.png	0		
1004039	寿春谋士	40	4	9	1	4	1037	857	4755	335	335	0	0	100	0	0	0	hero/zhugedan.png	0		
1004040	寿春红颜	31	5	9	1	4	662	416	2576	289	343	0	0	100	0	0	0	hero/diaochan.png	0		
1004041	寿春红颜	32	5	9	1	4	691	436	2724	298	354	0	0	100	0	0	0	hero/zhangchunhua.png	0		
1004042	寿春红颜	33	5	9	1	4	720	456	2878	307	363	0	0	100	0	0	0	hero/huangyueying.png	0		
1004043	寿春红颜	34	5	9	1	4	751	476	3034	315	373	0	0	100	0	0	0	hero/hongyan.png	0		
1004044	寿春红颜	35	5	9	1	4	782	497	3193	325	384	0	0	100	0	0	0	hero/diaochan.png	0		
1004045	寿春红颜	36	5	9	1	4	813	519	3360	334	394	0	0	100	0	0	0	hero/zhangchunhua.png	0		
1004046	寿春红颜	37	5	9	1	4	843	541	3529	343	404	0	0	100	0	0	0	hero/huangyueying.png	0		
1004047	寿春红颜	38	5	9	1	4	876	561	3703	351	416	0	0	100	0	0	0	hero/hongyan.png	0		
1004048	寿春红颜	39	5	9	1	4	908	583	3881	360	426	0	0	100	0	0	0	hero/diaochan.png	0		
1004049	寿春红颜	40	5	9	1	4	1037	685	4755	369	436	0	0	100	0	0	0	hero/zhangchunhua.png	0		
5011	扬州步兵	35	1	10	1	1	1489	1613	5776	1543	1136	75	75	75	75	75	75	hero/qiang.png	0		
5021	扬州步兵	35	1	10	3	1	1500	1621	5776	1557	1145	75	75	75	75	75	75	hero/qiang.png	0		
5031	扬州步兵	36	1	10	3	1	1551	1669	6046	1608	1183	75	75	75	75	75	75	hero/qiang.png	0		
5041	扬州步兵	36	1	10	3	1	1560	1676	6046	1622	1192	75	75	75	75	75	75	hero/qiang.png	0		
5051	陆逊 	37	1	10	1	1	1607	1725	6316	1675	1230	75	75	75	75	75	75	hero/luxun.png	0		
5061	扬州步兵	37	1	10	1	1	1616	1733	6316	1689	1240	75	75	75	75	75	75	hero/qiang.png	0		
5071	扬州步兵	37	1	10	1	1	1669	1783	6586	1743	1279	75	75	75	75	75	75	hero/qiang.png	0		
5081	扬州步兵	38	1	10	5	1	1685	1791	6586	1758	1289	75	75	75	75	75	75	hero/qiang.png	0		
5091	扬州步兵	38	1	10	5	1	1740	1841	6856	1813	1330	75	75	75	75	75	75	hero/qiang.png	0		
5101	孙权	38	1	10	5	1	1748	1850	6856	1829	1340	75	75	75	75	75	75	hero/sunquan.png	0		
5111	扬州步兵	38	1	10	3	2	2107	2501	8086	2086	1581	75	75	75	75	75	75	hero/qiang.png	0		
5121	陈武	38	1	10	3	2	2127	2509	8086	2101	1592	105	105	105	105	105	105	hero/jiangwei.png	0		
5131	扬州步兵	38	1	10	1	2	2173	2561	8356	2159	1634	105	105	105	105	105	105	hero/qiang.png	0		
5141	扬州步兵	38	1	10	5	2	2203	2570	8356	2176	1644	105	105	105	105	105	105	hero/qiang.png	0		
5151	扬州步兵	37	1	10	5	2	2260	2623	8626	2235	1687	105	105	105	105	105	105	hero/qiang.png	0		
5161	扬州步兵	37	1	10	5	2	2271	2632	8626	2252	1699	105	105	105	105	105	105	hero/qiang.png	0		
5171	徐盛	38	1	10	5	2	2329	2685	8896	2313	1742	105	105	105	105	105	105	hero/liubei.png	0		
5181	扬州步兵	38	1	10	5	2	2338	2695	8896	2330	1754	105	105	105	105	105	105	hero/qiang.png	0		
5191	周泰	39	1	10	5	2	2397	2749	9166	2392	1799	105	105	105	105	105	105	hero/zhoutai.png	0		
5201	扬州步兵	39	1	10	1	2	2404	2758	9166	2409	1810	105	105	105	105	105	105	hero/qiang.png	0		
6011	王威	40	1	11	3	3	2793	3420	9858	2757	2140	105	105	105	105	105	105	hero/luxun.png	0		
6021	张虎	40	1	11	3	3	2803	3430	9858	2775	2152	105	105	105	105	105	105	hero/huanggai.png	0		
6031	荆州步兵	41	1	11	1	3	2974	3707	10182	2950	2309	135	135	135	135	135	135	hero/zhouyu.png	0		
6041	黄祖	41	1	11	5	3	3194	4047	10662	3078	2431	135	135	135	135	135	135	hero/dao.png	0		
6051	蒯越	42	1	11	1	3	3222	4124	10986	3155	2488	135	135	135	135	135	135	hero/zhaoyun.png	0		
6061	荆州步兵	42	1	11	3	3	3277	4156	10986	3211	2526	135	135	135	135	135	135	hero/zhouyu.png	0		
6071	荆州步兵	43	1	11	3	3	3364	4245	11310	3309	2598	135	135	135	135	135	135	hero/zhouyu.png	0		
6081	荆州步兵	43	1	11	3	3	3386	4266	11310	3348	2624	135	135	135	135	135	135	hero/zhouyu.png	0		
6091	荆州步兵	44	1	11	5	3	3502	4357	11634	3448	2698	135	135	135	135	135	135	hero/zhouyu.png	0		
6101	荆州步兵	44	1	11	3	3	3512	4379	11634	3488	2724	135	135	135	135	135	135	hero/zhouyu.png	0		
6111	黄信	45	1	11	3	4	3688	4660	11958	3641	2856	135	135	135	135	135	135	hero/liubei.png	0		
6121	荆州步兵	45	1	11	5	4	3738	4671	11958	3661	2870	135	135	135	135	135	135	hero/zhouyu.png	0		
6131	荆州步兵	46	1	11	1	4	3754	4769	12305	3753	2940	135	135	135	135	135	135	hero/zhouyu.png	0		
6141	张允	46	1	11	3	4	3819	4781	12305	3774	2954	165	165	165	165	165	165	hero/zhugeliang.png	0		
6151	文聘	47	1	11	1	4	3874	4880	12653	3868	3026	165	165	165	165	165	165	hero/zhouyu.png	0		
6161	荆州步兵	47	1	11	3	4	3922	4892	12653	3889	3040	165	165	165	165	165	165	hero/zhouyu.png	0		
6171	荆州步兵	48	1	11	5	4	4316	5506	13723	4156	3285	165	165	165	165	165	165	hero/zhouyu.png	0		
6181	刘琮	48	1	11	5	4	4328	5518	13723	4178	3299	165	165	165	165	165	165	hero/huanggai.png	0		
6191	荆州步兵	49	1	11	1	4	4427	5823	14077	4345	3444	165	165	165	165	165	165	hero/zhouyu.png	0		
6201	荆州步兵	49	1	11	5	4	4527	5835	14077	4367	3459	165	165	165	165	165	165	hero/zhouyu.png	0		
7011	南蛮步兵	50	1	13	3	5	4609	5943	14478	4469	3537	165	165	165	165	165	165	hero/zhaoyun.png	0		
7021	南蛮步兵	50	1	13	1	5	4721	6242	14969	4594	3655	165	165	165	165	165	165	hero/zhaoyun.png	0		
7031	南蛮步兵	51	1	13	5	5	4943	6361	15386	4700	3736	165	165	165	165	165	165	hero/zhaoyun.png	0		
7041	董荼那	51	1	13	5	5	4956	6374	15386	4723	3752	165	165	165	165	165	165	hero/huaxiong.png	0		
7051	南蛮步兵	52	1	13	5	5	5089	6496	15808	4831	3836	195	195	195	195	195	195	hero/zhaoyun.png	0		
7061	南蛮步兵	52	1	13	5	5	5104	6509	15808	4854	3852	195	195	195	195	195	195	hero/zhaoyun.png	0		
7071	南蛮步兵	53	1	13	3	5	5239	6834	16231	5034	4007	195	195	195	195	195	195	hero/zhaoyun.png	0		
7081	南蛮步兵	53	1	13	5	5	5321	6847	16231	5058	4023	195	195	195	195	195	195	hero/zhaoyun.png	0		
7091	南蛮步兵	54	1	13	5	5	5435	6976	16660	5172	4111	195	195	195	195	195	195	hero/zhaoyun.png	0		
7101	孟优	54	1	13	3	5	5781	7784	17744	5460	4392	195	195	195	195	195	195	hero/zhugedan.png	0		
7111	南蛮步兵	55	1	13	3	6	5934	7916	18174	5576	4482	195	195	195	195	195	195	hero/zhaoyun.png	0		
7121	南蛮步兵	55	1	13	3	6	5948	7930	18174	5600	4498	195	195	195	195	195	195	hero/zhaoyun.png	0		
7131	南蛮步兵	56	1	13	3	6	6066	8065	18610	5718	4590	195	195	195	195	195	195	hero/zhaoyun.png	0		
7141	金环三结	56	1	13	3	6	6081	8079	18610	5743	4607	195	195	195	195	195	195	hero/dao.png	0		
7151	南蛮步兵	57	1	13	1	6	6208	8419	19046	5934	4771	195	195	195	195	195	195	hero/zhaoyun.png	0		
7161	南蛮步兵	57	1	13	3	6	6337	8433	19046	5960	4788	225	225	225	225	225	225	hero/zhaoyun.png	0		
7171	南蛮步兵	58	1	13	1	6	6373	8576	19489	6083	4884	225	225	225	225	225	225	hero/zhaoyun.png	0		
7181	朵思大王	58	1	13	5	6	6575	8591	19489	6109	4902	225	225	225	225	225	225	hero/lingtong.png	0		
7191	木鹿大王	59	1	13	5	6	6702	8737	19934	6235	5000	225	225	225	225	225	225	hero/qiang.png	0		
7201	孟获	59	1	13	1	6	6710	8826	19934	6394	5107	225	225	225	225	225	225	hero/weiyan.png	0		
8011	冷苞	60	1	12	1	7	6765	8978	20429	6525	5209	225	225	225	225	225	225	hero/xunyu.png	0		
8021	刘安	60	1	12	5	7	7217	9337	21088	6698	5373	225	225	225	225	225	225	hero/zhugeliang.png	0		
8031	益州步兵	60	1	12	3	7	7829	10782	22710	7205	5871	225	225	225	225	225	225	hero/liubei.png	0		
8041	益州步兵	61	1	12	5	7	8112	10948	23228	7344	5981	225	225	225	225	225	225	hero/liubei.png	0		
8051	益州步兵	61	1	12	1	7	8133	10963	23228	7371	5999	225	225	225	225	225	225	hero/liubei.png	0		
8061	益州步兵	61	1	12	5	7	8146	10978	23228	7399	6017	225	225	225	225	225	225	hero/liubei.png	0		
8071	任安	62	1	12	1	7	8192	11149	23750	7540	6129	255	255	255	255	255	255	hero/caopi.png	0		
8081	益州步兵	62	1	12	3	7	8202	11164	23750	7568	6147	255	255	255	255	255	255	hero/liubei.png	0		
8091	益州步兵	62	1	12	3	7	8219	11180	23750	7596	6166	255	255	255	255	255	255	hero/liubei.png	0		
8101	严颜	63	1	12	5	7	8517	11355	24278	7741	6281	255	255	255	255	255	255	hero/jiangwei.png	0		
8111	益州步兵	63	1	12	3	8	8531	11571	24278	7839	6370	255	255	255	255	255	255	hero/liubei.png	0		
8121	益州步兵	64	1	12	5	8	8860	11751	24811	7988	6487	255	255	255	255	255	255	hero/liubei.png	0		
8131	益州步兵	64	1	12	5	8	8877	11767	24811	8016	6507	255	255	255	255	255	255	hero/liubei.png	0		
8141	张肃	64	1	12	5	8	8895	11783	24811	8045	6526	255	255	255	255	255	255	hero/huaxiong.png	0		
8151	益州步兵	65	1	12	5	8	9054	11967	25349	8197	6647	255	255	255	255	255	255	hero/liubei.png	0		
8161	益州步兵	65	1	12	5	8	10076	13890	27787	8863	7302	255	255	255	255	255	255	hero/liubei.png	0		
8171	益州步兵	66	1	12	5	8	10237	14079	28331	9016	7424	255	255	255	255	255	255	hero/liubei.png	0		
8181	王平	66	1	12	1	8	10368	14095	28331	9046	7444	285	285	285	285	285	285	hero/zhugeliang.png	0		
8191	益州步兵	67	1	12	5	8	10564	14490	28879	9274	7639	285	285	285	285	285	285	hero/liubei.png	0		
8201	益州步兵	67	1	12	1	8	10574	14507	28879	9304	7660	285	285	285	285	285	285	hero/liubei.png	0		
9011	西凉步兵	68	1	14	3	9	10606	14706	29434	9466	7788	285	285	285	285	285	285	hero/xunyu.png	0		
9021	庞轩	68	1	14	5	9	11133	15163	30270	9679	7992	285	285	285	285	285	285	hero/dao.png	0		
9031	西凉步兵	68	1	14	1	9	11213	15180	30270	9710	8012	285	285	285	285	285	285	hero/xunyu.png	0		
9041	西凉步兵	69	1	14	5	9	11335	15399	30854	9881	8150	285	285	285	285	285	285	hero/xunyu.png	0		
9051	西凉步兵	69	1	14	5	9	11355	15416	30854	9912	8171	285	285	285	285	285	285	hero/xunyu.png	0		
9061	西凉步兵	69	1	14	3	9	11437	15433	30854	9943	8191	285	285	285	285	285	285	hero/xunyu.png	0		
9071	杨秋	70	1	14	1	9	12078	15857	31493	10187	8401	285	285	285	285	285	285	hero/qiang.png	0		
9081	西凉步兵	70	1	14	1	9	12718	15874	31493	10218	8422	285	285	285	285	285	285	hero/xunyu.png	0		
9091	西凉步兵	70	1	14	5	9	13328	18846	35150	11234	9427	315	315	315	315	315	315	hero/xunyu.png	0		
9101	西凉步兵	71	1	14	5	9	13521	19075	35794	11412	9571	315	315	315	315	315	315	hero/xunyu.png	0		
9111	辛茨	71	1	14	5	10	13658	19093	35794	11443	9592	315	315	315	315	315	315	hero/xunyu.png	0		
9121	西凉步兵	71	1	14	1	10	13694	19111	35794	11475	9613	315	315	315	315	315	315	hero/xunyu.png	0		
9131	西凉步兵	72	1	14	5	10	13877	19346	36445	11657	9759	315	315	315	315	315	315	hero/xunyu.png	0		
9141	西凉步兵	72	1	14	1	10	13894	19364	36445	11689	9781	315	315	315	315	315	315	hero/xunyu.png	0		
9151	马岱	72	1	14	5	10	14017	19582	36445	11792	9873	315	315	315	315	315	315	hero/luxun.png	0		
9161	蒋明	73	1	14	3	10	14050	19805	37104	11945	10002	315	315	315	315	315	315	hero/huanggai.png	0		
9171	西凉步兵	73	1	14	3	10	14167	19805	37104	11945	10002	315	315	315	315	315	315	hero/xunyu.png	0		
9181	西凉步兵	73	1	14	5	10	14200	19805	37104	11945	10002	315	315	315	315	315	315	hero/xunyu.png	0		
9191	西凉步兵	74	1	14	1	10	14314	20035	37771	12101	10132	315	315	315	315	315	315	hero/xunyu.png	0		
9201	西凉步兵	74	1	14	5	10	14449	20035	37771	12101	10132	345	345	345	345	345	345	hero/xunyu.png	0		
5012	扬州枪兵	35	2	10	3	1	1489	2417	4908	923	920	345	345	345	345	345	345	hero/caopi.png	0		
5022	扬州枪兵	35	2	10	5	1	1500	2435	4908	929	926	345	345	345	345	345	345	hero/caopi.png	0		
5032	扬州枪兵	36	2	10	5	1	1551	2515	5134	957	954	345	345	345	345	345	345	hero/caopi.png	0		
5042	扬州枪兵	36	2	10	1	1	1560	2534	5134	964	961	345	345	345	345	345	345	hero/caopi.png	0		
5052	扬州枪兵	37	2	10	1	1	1607	2616	5358	993	990	345	345	345	345	345	345	hero/caopi.png	0		
5062	扬州枪兵	37	2	10	3	1	1616	2635	5358	999	996	345	345	345	345	345	345	hero/caopi.png	0		
5072	朱然	37	2	10	1	1	1669	2719	5584	1029	1026	345	345	345	345	345	345	hero/luxun.png	0		
5082	凌统	38	2	10	5	1	1685	2739	5584	1035	1032	345	345	345	345	345	345	hero/lingtong.png	0		
5092	太史慈	38	2	10	1	1	1740	2824	5808	1065	1062	345	345	345	345	345	345	hero/taishici.png	0		
5102	扬州枪兵	38	2	10	1	1	1748	2845	5808	1072	1069	345	345	345	345	345	345	hero/caopi.png	0		
5112	扬州枪兵	38	2	10	1	2	2107	3532	6994	1303	1300	375	375	375	375	375	375	hero/caopi.png	0		
5122	扬州枪兵	38	2	10	5	2	2127	3553	6994	1310	1307	375	375	375	375	375	375	hero/caopi.png	0		
5132	扬州枪兵	38	2	10	5	2	2173	3642	7218	1341	1338	375	375	375	375	375	375	hero/caopi.png	0		
5142	甘宁	38	2	10	1	2	2203	3664	7218	1349	1346	375	375	375	375	375	375	hero/ganning.png	0		
5152	扬州枪兵	37	2	10	1	2	2260	3755	7444	1381	1378	375	375	375	375	375	375	hero/caopi.png	0		
5162	扬州枪兵	37	2	10	5	2	2271	3777	7444	1388	1385	375	375	375	375	375	375	hero/caopi.png	0		
5172	扬州枪兵	38	2	10	1	2	2329	3870	7668	1421	1418	375	375	375	375	375	375	hero/caopi.png	0		
5182	扬州枪兵	38	2	10	1	2	2338	3893	7668	1428	1425	375	375	375	375	375	375	hero/caopi.png	0		
5192	扬州枪兵	39	2	10	3	2	2397	3987	7894	1461	1458	375	375	375	375	375	375	hero/caopi.png	0		
5202	扬州枪兵	39	2	10	3	2	2404	4011	7894	1469	1466	375	375	375	375	375	375	hero/caopi.png	0		
6012	荆州枪兵	40	2	11	5	3	2793	4714	8532	1787	1784	375	375	375	375	375	375	hero/qiang.png	0		
6022	荆州枪兵	40	2	11	1	3	2803	4738	8532	1795	1792	405	405	405	405	405	405	hero/qiang.png	0		
6032	荆州枪兵	41	2	11	5	3	2974	5057	8802	1939	1936	405	405	405	405	405	405	hero/qiang.png	0		
6042	荆州枪兵	41	2	11	5	3	3194	5412	9282	2058	2055	405	405	405	405	405	405	hero/qiang.png	0		
6052	荆州枪兵	42	2	11	1	3	3222	5533	9552	2103	2100	405	405	405	405	405	405	hero/qiang.png	0		
6062	邓屈	42	2	11	1	3	3277	5608	9552	2128	2125	405	405	405	405	405	405	hero/jiangwei.png	0		
6072	荆州枪兵	43	2	11	5	3	3364	5758	9822	2182	2179	405	405	405	405	405	405	hero/qiang.png	0		
6082	蔡和	43	2	11	3	3	3386	5810	9822	2200	2197	405	405	405	405	405	405	hero/lingtong.png	0		
6092	蔡中	44	2	11	5	3	3502	5963	10092	2255	2252	405	405	405	405	405	405	hero/qiang.png	0		
6102	荆州枪兵	44	2	11	3	3	3512	6016	10092	2273	2270	405	405	405	405	405	405	hero/qiang.png	0		
6112	荆州枪兵	45	2	11	3	4	3688	6346	10362	2391	2388	405	405	405	405	405	405	hero/qiang.png	0		
6122	陈奁	45	2	11	5	4	3738	6373	10362	2400	2397	405	405	405	405	405	405	hero/qi.png	0		
6132	荆州枪兵	46	2	11	3	4	3754	6521	10655	2456	2453	435	435	435	435	435	435	hero/qiang.png	0		
6142	荆州枪兵	46	2	11	1	4	3819	6548	10655	2465	2462	435	435	435	435	435	435	hero/qiang.png	0		
6152	荆州枪兵	47	2	11	5	4	3874	6699	10949	2523	2520	435	435	435	435	435	435	hero/qiang.png	0		
6162	邹寿	47	2	11	5	4	3922	6727	10949	2532	2529	435	435	435	435	435	435	hero/zhugedan.png	0		
6172	荆州枪兵	48	2	11	3	4	4316	7394	11965	2762	2759	435	435	435	435	435	435	hero/qiang.png	0		
6182	荆州枪兵	48	2	11	3	4	4328	7422	11965	2772	2769	435	435	435	435	435	435	hero/qiang.png	0		
6192	刘琦	49	2	11	1	4	4427	7781	12265	2901	2898	435	435	435	435	435	435	hero/caopi.png	0		
6202	荆州枪兵	49	2	11	5	4	4527	7810	12265	2911	2908	435	435	435	435	435	435	hero/qiang.png	0		
7012	兀力戈	50	2	13	1	5	4609	7972	12602	2974	2971	435	435	435	435	435	435	hero/dengai.png	0		
7022	董铭末	50	2	13	1	5	4721	8288	13093	3087	3084	435	435	435	435	435	435	hero/lingtong.png	0		
7032	南蛮枪兵	51	2	13	3	5	4943	8463	13448	3153	3150	435	435	435	435	435	435	hero/zhouyu.png	0		
7042	南蛮枪兵	51	2	13	5	5	4956	8493	13448	3163	3160	465	465	465	465	465	465	hero/zhouyu.png	0		
7052	兀突骨	52	2	13	1	5	5089	8672	13806	3231	3228	465	465	465	465	465	465	hero/liubei.png	0		
7062	南蛮枪兵	52	2	13	5	5	5104	8703	13806	3241	3238	465	465	465	465	465	465	hero/zhouyu.png	0		
7072	南蛮枪兵	53	2	13	1	5	5239	9086	14167	3380	3377	465	465	465	465	465	465	hero/zhouyu.png	0		
7082	南蛮枪兵	53	2	13	5	5	5321	9117	14167	3391	3388	465	465	465	465	465	465	hero/zhouyu.png	0		
7092	南蛮枪兵	54	2	13	1	5	5435	9305	14532	3463	3460	465	465	465	465	465	465	hero/zhouyu.png	0		
7102	南蛮枪兵	54	2	13	5	5	5781	10131	15617	3738	3735	465	465	465	465	465	465	hero/zhouyu.png	0		
7112	南蛮枪兵	55	2	13	5	6	5934	10323	15984	3811	3808	465	465	465	465	465	465	hero/zhouyu.png	0		
7122	南蛮枪兵	55	2	13	3	6	5948	10356	15984	3822	3819	465	465	465	465	465	465	hero/zhouyu.png	0		
7132	南蛮枪兵	56	2	13	1	6	6066	10552	16356	3896	3893	465	465	465	465	465	465	hero/zhouyu.png	0		
7142	南蛮枪兵	56	2	13	1	6	6081	10585	16356	3907	3904	465	465	465	465	465	465	hero/zhouyu.png	0		
7152	沙摩柯	57	2	13	1	6	6208	10987	16730	4054	4051	495	495	495	495	495	495	hero/zhaoyun.png	0		
7162	南蛮枪兵	57	2	13	1	6	6337	11021	16730	4065	4062	495	495	495	495	495	495	hero/zhouyu.png	0		
7172	南蛮枪兵	58	2	13	5	6	6373	11227	17110	4144	4141	495	495	495	495	495	495	hero/zhouyu.png	0		
7182	南蛮枪兵	58	2	13	1	6	6575	11261	17110	4155	4152	495	495	495	495	495	495	hero/zhouyu.png	0		
7192	南蛮枪兵	59	2	13	1	6	6702	11472	17492	4236	4233	495	495	495	495	495	495	hero/zhouyu.png	0		
7202	南蛮枪兵	59	2	13	3	6	6710	11684	17492	4307	4304	495	495	495	495	495	495	hero/zhouyu.png	0		
8012	益州枪兵	60	2	12	1	7	6765	11903	17915	4390	4387	495	495	495	495	495	495	hero/zhaoyun.png	0		
8022	益州枪兵	60	2	12	1	7	7217	12283	18574	4548	4545	495	495	495	495	495	495	hero/zhaoyun.png	0		
8032	董允	60	2	12	1	7	7829	13749	20196	5040	5037	495	495	495	495	495	495	hero/zhouyu.png	0		
8042	益州枪兵	61	2	12	1	7	8112	13982	20642	5130	5127	495	495	495	495	495	495	hero/zhaoyun.png	0		
8052	益州枪兵	61	2	12	5	7	8133	14019	20642	5143	5140	495	495	495	495	495	495	hero/zhaoyun.png	0		
8062	益州枪兵	61	2	12	3	7	8146	14056	20642	5155	5152	525	525	525	525	525	525	hero/zhaoyun.png	0		
8072	益州枪兵	62	2	12	5	7	8192	14295	21092	5246	5243	525	525	525	525	525	525	hero/zhaoyun.png	0		
8082	雷薄	62	2	12	1	7	8202	14333	21092	5259	5256	525	525	525	525	525	525	hero/huanggai.png	0		
8092	益州枪兵	62	2	12	3	7	8219	14370	21092	5271	5268	525	525	525	525	525	525	hero/zhaoyun.png	0		
8102	益州枪兵	63	2	12	3	7	8517	14616	21548	5366	5363	525	525	525	525	525	525	hero/zhaoyun.png	0		
8112	益州枪兵	63	2	12	3	8	8531	14854	21548	5449	5446	525	525	525	525	525	525	hero/zhaoyun.png	0		
8122	益州枪兵	64	2	12	5	8	8860	15106	22009	5546	5543	525	525	525	525	525	525	hero/zhaoyun.png	0		
8132	益州枪兵	64	2	12	5	8	8877	15144	22009	5558	5555	525	525	525	525	525	525	hero/zhaoyun.png	0		
8142	益州枪兵	64	2	12	3	8	8895	15183	22009	5571	5568	525	525	525	525	525	525	hero/zhaoyun.png	0		
8152	益州枪兵	65	2	12	5	8	9054	15440	22475	5671	5668	525	525	525	525	525	525	hero/zhaoyun.png	0		
8162	益州枪兵	65	2	12	3	8	10076	17385	24913	6320	6317	525	525	525	525	525	525	hero/zhaoyun.png	0		
8172	李恢	66	2	12	5	8	10237	17648	25385	6421	6418	555	555	555	555	555	555	hero/xunyu.png	0		
8182	益州枪兵	66	2	12	5	8	10368	17688	25385	6434	6431	555	555	555	555	555	555	hero/zhaoyun.png	0		
8192	益州枪兵	67	2	12	1	8	10564	18158	25861	6608	6605	555	555	555	555	555	555	hero/zhaoyun.png	0		
8202	益州枪兵	67	2	12	5	8	10574	18198	25861	6622	6619	555	555	555	555	555	555	hero/zhaoyun.png	0		
9012	西凉枪兵	68	2	14	1	9	10606	18474	26344	6729	6726	555	555	555	555	555	555	hero/dengai.png	0		
9022	西凉枪兵	68	2	14	3	9	11133	18955	27180	6925	6922	555	555	555	555	555	555	hero/dengai.png	0		
9032	西凉枪兵	68	2	14	1	9	11213	18995	27180	6939	6936	555	555	555	555	555	555	hero/dengai.png	0		
9042	庞会	69	2	14	3	9	11335	19292	27692	7054	7051	555	555	555	555	555	555	hero/jiangwei.png	0		
9052	西凉枪兵	69	2	14	3	9	11355	19333	27692	7068	7065	555	555	555	555	555	555	hero/dengai.png	0		
9062	西凉枪兵	69	2	14	3	9	11437	19374	27692	7082	7079	555	555	555	555	555	555	hero/dengai.png	0		
9072	西凉枪兵	70	2	14	3	9	12078	19877	28249	7269	7266	555	555	555	555	555	555	hero/dengai.png	0		
9082	梁兴	70	2	14	1	9	12718	19919	28249	7283	7280	585	585	585	585	585	585	hero/huaxiong.png	0		
9092	西凉枪兵	70	2	14	5	9	13328	22915	31907	8281	8278	585	585	585	585	585	585	hero/dengai.png	0		
9102	西凉枪兵	71	2	14	1	9	13521	23225	32470	8402	8399	585	585	585	585	585	585	hero/dengai.png	0		
9112	西凉枪兵	71	2	14	1	10	13658	23268	32470	8416	8413	585	585	585	585	585	585	hero/dengai.png	0		
9122	伏柯	71	2	14	1	10	13694	23310	32470	8430	8427	585	585	585	585	585	585	hero/zhugeliang.png	0		
9132	西凉枪兵	72	2	14	5	10	13877	23628	33040	8553	8550	585	585	585	585	585	585	hero/dengai.png	0		
9142	西凉枪兵	72	2	14	5	10	13894	23671	33040	8567	8564	585	585	585	585	585	585	hero/dengai.png	0		
9152	西凉枪兵	72	2	14	3	10	14017	23914	33040	8652	8649	585	585	585	585	585	585	hero/dengai.png	0		
9162	西凉枪兵	73	2	14	3	10	14050	24195	33618	8764	8761	585	585	585	585	585	585	hero/dengai.png	0		
